user_id,education_level,field_of_study,percentage,has_ehr,has_hl7_fhir,has_medical_imaging,has_healthcare_security,has_telemedicine,has_iot_sensors,has_drone_ops,has_precision_ag,has_crop_modeling,has_soil_analysis,has_gis,has_smart_grid,has_traffic_mgmt,has_urban_iot,has_building_auto,num_courses,avg_course_grade,courses_names,num_projects,avg_project_complexity,num_certifications,certification_names,has_communication,has_teamwork,has_problem_solving,has_leadership,target_sector,target_role,skill_gap_score,time_to_ready_months,top_missing_skill
U1586,2,Mechanical Engineering,65.29,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,70.13,Computer Vision; Operating Systems; Data Mining; Data Structures; Web Development; Machine Learning; AI Fundamentals; Natural Language Processing; Cloud Architecture; Network Security,2,2.73,6,Product Owner Certification; Certified Analytics Professional; Advanced Analytics Certification; AWS Solutions Architect; Azure Fundamentals; Tableau Desktop Specialist,0,0,1,0,Urban,Traffic Management Specialist,14,6,Simulation Software
U1587,2,Agricultural Engineering,60.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,62.89,Cloud Architecture; Computer Vision; Statistics; AI Fundamentals; Mobile Development; Advanced Algorithms; Software Engineering,2,2.2,2,Scrum Master; Power BI Data Analyst,1,0,1,1,Agriculture,Smart Farming Consultant,15,3,Farm Economics
U1588,3,Agriculture,79.91,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,82.28,Machine Learning; AI Fundamentals; Computer Vision; IoT Systems; Software Engineering; Operating Systems; Statistics; Natural Language Processing; Advanced Algorithms,2,2.25,5,PMP; TOGAF; CompTIA Security+; Cisco CCNA; CISSP,1,1,0,0,Healthcare,Healthcare Security Analyst,9,1,PHI Protection
U1589,2,Computer Science,89.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,82.45,Network Security; Operating Systems; Distributed Systems; Mobile Development; IoT Systems; Web Development,10,2.48,1,TOGAF,1,0,1,1,Agriculture,AgriTech Product Manager,16,2,Product Strategy
U1590,3,Mechanical Engineering,90.92,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,93.57,Software Engineering; Mobile Development; AI Fundamentals,3,2.82,4,Tableau Desktop Specialist; PMP; TOGAF; Azure Fundamentals,0,0,0,1,Agriculture,Drone Operations Specialist,0,3,Flight Planning
U1591,3,Civil Engineering,75.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75.85,Advanced Algorithms; Web Development; Cloud Architecture; Machine Learning; Statistics; Data Structures; Natural Language Processing,10,2.17,3,Cisco CCNA; Advanced Analytics Certification; Scrum Master,0,0,0,1,Healthcare,Healthcare Security Analyst,22,5,Security Auditing
U1592,2,Software Engineering,75.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,75.47,Mobile Development; Deep Learning; Network Security; Advanced Algorithms; Natural Language Processing; Machine Learning; Database Systems; Cloud Architecture; Web Development; Data Structures; IoT Systems; Data Mining,5,1.51,1,Tableau Desktop Specialist,0,1,0,1,Healthcare,Medical Imaging Specialist,36,12,Medical Image Processing
U1593,2,Agriculture,62.52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,65.48,AI Fundamentals; Cloud Architecture; Advanced Algorithms; Web Development; Statistics; Data Mining; Machine Learning,6,2.36,3,Cisco CCNA; Advanced Analytics Certification; Data Science Council Certified,0,1,0,1,Healthcare,Clinical Data Analyst,2,2,Statistical Methods
U1594,3,Agricultural Engineering,62.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,61.48,Cloud Architecture; AI Fundamentals; IoT Systems; Big Data Analytics; Mobile Development; Statistics; Data Mining; Database Systems; Advanced Algorithms; Data Structures; Software Engineering; Web Development,6,2.03,4,CompTIA Security+; Product Owner Certification; Power BI Data Analyst; Tableau Desktop Specialist,0,1,1,0,Agriculture,Farm Automation Engineer,51,10,Automation Systems
U1595,4,Agricultural Engineering,88.47,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,78.5,Computer Vision; Distributed Systems; Advanced Algorithms,5,2.95,1,CISSP,1,1,1,1,Healthcare,Medical Imaging Specialist,5,3,3D Reconstruction
U1596,3,Mathematics,94.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,89.15,Mobile Development; Database Systems; Big Data Analytics; Deep Learning; Advanced Algorithms; Computer Vision; Operating Systems; Web Development; Machine Learning; Natural Language Processing; Cloud Architecture,2,1.63,4,Advanced Analytics Certification; AWS Solutions Architect; CompTIA Security+; Tableau Desktop Specialist,1,0,1,0,Urban,Urban Planning Data Analyst,12,3,Demographics Analysis
U1597,4,Mathematics,62.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,63.63,Software Engineering; Mobile Development; AI Fundamentals; Data Mining; Operating Systems; Distributed Systems; Natural Language Processing; Statistics; Big Data Analytics; Database Systems; Web Development,3,1.75,6,Google Cloud Professional; TOGAF; TensorFlow Developer; CompTIA Security+; Tableau Desktop Specialist; Certified Analytics Professional,0,1,1,0,Urban,Traffic Management Specialist,30,7,Traffic Modeling
U1598,4,Environmental Engineering,64.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65.62,Data Mining; Distributed Systems; Machine Learning; Cloud Architecture; Mobile Development,3,2.29,8,CompTIA Security+; Power BI Data Analyst; Advanced Analytics Certification; TensorFlow Developer; Azure Fundamentals; Cisco CCNA; Tableau Desktop Specialist; CISSP,1,0,0,1,Healthcare,EHR Integration Specialist,27,7,Interoperability
U1599,4,Environmental Engineering,89.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,82.85,Advanced Algorithms; Data Mining; Cloud Architecture; Web Development; Operating Systems; Natural Language Processing; AI Fundamentals; Machine Learning,2,1.23,4,Google Cloud Professional; TOGAF; PMP; Certified Ethical Hacker,1,0,0,1,Urban,Energy Systems Engineer,29,10,Energy Management
U1600,2,Civil Engineering,82.48,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,86.62,Cloud Architecture; Operating Systems; Data Mining,6,2.13,7,TensorFlow Developer; Data Science Council Certified; Tableau Desktop Specialist; Google Cloud Professional; CompTIA Security+; PMP; Cisco CCNA,1,1,0,0,Urban,Smart City Solutions Architect,7,2,Urban Planning
U1601,2,Environmental Engineering,60.54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,62.28,Machine Learning; Data Mining; Software Engineering; AI Fundamentals; Deep Learning; Natural Language Processing; Mobile Development; Cloud Architecture; Database Systems; Distributed Systems; Big Data Analytics; Data Structures,4,1.26,2,Google Cloud Professional; Certified Ethical Hacker,1,0,1,0,Agriculture,Soil Science Data Analyst,12,5,Soil Chemistry
U1602,2,Agriculture,72.93,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,66.41,AI Fundamentals; Operating Systems; Computer Vision; Natural Language Processing; Advanced Algorithms; Network Security; Mobile Development,9,1.61,5,Certified Analytics Professional; TensorFlow Developer; AWS Solutions Architect; Scrum Master; Azure Fundamentals,0,1,0,0,Urban,Traffic Management Specialist,31,11,Transportation Planning
U1603,2,Environmental Engineering,77.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,81.33,Deep Learning; Data Structures; Machine Learning; Distributed Systems; Advanced Algorithms; Cloud Architecture; Computer Vision; AI Fundamentals,8,2.74,6,Advanced Analytics Certification; TOGAF; Tableau Desktop Specialist; PMP; Data Science Council Certified; TensorFlow Developer,0,1,0,1,Agriculture,Precision Agriculture Specialist,36,6,Yield Mapping
U1604,3,Mathematics,79.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,77.23,Mobile Development; Web Development; Data Mining; Deep Learning; Computer Vision; Network Security; Database Systems; Cloud Architecture; Natural Language Processing; Big Data Analytics,6,1.34,5,Scrum Master; Data Science Council Certified; TOGAF; Certified Analytics Professional; CISSP,1,1,1,0,Agriculture,AgriTech Product Manager,24,2,Market Analysis
U1605,3,Electrical Engineering,78.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,71.39,Statistics; Software Engineering; Database Systems; Mobile Development; Operating Systems; Deep Learning; Natural Language Processing; Cloud Architecture; Big Data Analytics; Advanced Algorithms; Data Structures,10,2.48,3,Data Science Council Certified; Scrum Master; Tableau Desktop Specialist,0,0,0,1,Agriculture,Smart Farming Consultant,13,5,Farm Economics
U1606,3,Civil Engineering,71.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,70.41,Machine Learning; Software Engineering; Data Mining; Statistics; Natural Language Processing; Database Systems; IoT Systems; Big Data Analytics; Cloud Architecture; Distributed Systems,7,2.94,1,Google Cloud Professional,1,0,0,1,Agriculture,Farm Automation Engineer,44,11,Robotics
U1607,2,Information Technology,76.48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,70.35,Network Security; Big Data Analytics; IoT Systems; Distributed Systems; Statistics,3,2.0,5,Tableau Desktop Specialist; Certified Analytics Professional; CompTIA Security+; Google Cloud Professional; Cisco CCNA,1,1,0,1,Agriculture,Precision Agriculture Specialist,36,10,Variable Rate Technology
U1608,2,Civil Engineering,70.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,61.86,Operating Systems; Mobile Development; Data Structures; Data Mining; Database Systems; Computer Vision; Advanced Algorithms,7,1.31,1,CISSP,1,1,1,0,Urban,Urban IoT Developer,23,4,Urban Sensor Networks
U1609,4,Agricultural Engineering,75.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,76.82,IoT Systems; Data Structures; Advanced Algorithms; Distributed Systems,2,1.75,1,Certified Analytics Professional,1,0,1,1,Healthcare,EHR Integration Specialist,16,4,HL7 FHIR
U1610,4,Data Science,83.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,87.16,Computer Vision; AI Fundamentals; Machine Learning; Data Mining; Data Structures; IoT Systems; Big Data Analytics; Deep Learning; Web Development; Mobile Development; Advanced Algorithms; Database Systems,8,2.49,1,Certified Analytics Professional,0,0,0,0,Agriculture,Agricultural IoT Developer,0,1,Low-Power Devices
U1611,3,Data Science,84.38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,82.23,Network Security; Database Systems; Computer Vision; Web Development; IoT Systems; Data Structures; AI Fundamentals; Cloud Architecture,4,1.36,8,Azure Fundamentals; TOGAF; CISSP; Advanced Analytics Certification; Power BI Data Analyst; Cisco CCNA; AWS Solutions Architect; Scrum Master,1,0,0,0,Agriculture,Drone Operations Specialist,23,6,Aerial Imaging
U1612,4,Civil Engineering,68.88,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,61.14,Data Structures; Statistics; Deep Learning,9,2.91,1,CISSP,0,0,0,0,Urban,Building Automation Engineer,32,10,HVAC Control
U1613,4,Environmental Engineering,66.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,63.7,Web Development; Mobile Development; Deep Learning; Machine Learning; Advanced Algorithms; IoT Systems; AI Fundamentals; Operating Systems; Computer Vision; Cloud Architecture,6,2.1,7,Product Owner Certification; Certified Analytics Professional; AWS Solutions Architect; Certified Ethical Hacker; Azure Fundamentals; Tableau Desktop Specialist; Google Cloud Professional,1,0,1,1,Urban,Urban IoT Developer,26,6,City APIs
U1614,3,Mathematics,70.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,74.2,Mobile Development; Data Structures; Computer Vision; Natural Language Processing,2,1.62,7,Google Cloud Professional; Azure Fundamentals; Advanced Analytics Certification; TOGAF; PMP; Cisco CCNA; Tableau Desktop Specialist,1,1,1,0,Agriculture,Crop Analytics Engineer,45,8,Crop Simulation Models
U1615,4,Agriculture,61.56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,66.07,Data Mining; IoT Systems; Machine Learning; Advanced Algorithms; Distributed Systems; Statistics; Data Structures; Computer Vision; AI Fundamentals; Database Systems,4,2.96,5,Power BI Data Analyst; Product Owner Certification; Advanced Analytics Certification; CompTIA Security+; Data Science Council Certified,1,0,1,1,Agriculture,Crop Analytics Engineer,8,3,Climate Data
U1616,2,Data Science,80.48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,79.56,AI Fundamentals; Computer Vision; Statistics; IoT Systems; Data Mining; Natural Language Processing; Distributed Systems; Mobile Development; Operating Systems; Database Systems,4,2.59,2,Power BI Data Analyst; TOGAF,0,0,0,0,Healthcare,Population Health Analyst,2,3,Epidemiology
U1617,3,Software Engineering,79.12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,71.55,Web Development; Network Security; Deep Learning; Database Systems; Advanced Algorithms; Software Engineering; Machine Learning; Statistics; Mobile Development; Big Data Analytics,5,1.47,5,Azure Fundamentals; PMP; Tableau Desktop Specialist; Certified Analytics Professional; Power BI Data Analyst,0,1,0,1,Healthcare,EHR Integration Specialist,19,6,Interoperability
U1618,4,Data Science,72.31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,76.48,Statistics; Network Security; Operating Systems; IoT Systems; AI Fundamentals; Machine Learning; Deep Learning; Data Structures; Computer Vision; Big Data Analytics; Database Systems,7,1.03,7,AWS Solutions Architect; Product Owner Certification; Scrum Master; Certified Analytics Professional; Advanced Analytics Certification; TOGAF; Google Cloud Professional,0,0,0,1,Urban,Urban IoT Developer,7,2,Smart Infrastructure
U1619,2,Electrical Engineering,64.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,61.75,Cloud Architecture; Operating Systems; Deep Learning; Web Development; Natural Language Processing; Mobile Development; Distributed Systems; Big Data Analytics; Computer Vision; Database Systems; Advanced Algorithms; IoT Systems,5,2.46,4,Power BI Data Analyst; PMP; Google Cloud Professional; Advanced Analytics Certification,1,0,1,0,Healthcare,Clinical Data Analyst,7,3,Clinical Trials
U1620,4,Data Science,87.37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,85.38,Data Mining; Web Development; Machine Learning; Advanced Algorithms; AI Fundamentals; Statistics; Network Security; Computer Vision; Database Systems; Data Structures; Cloud Architecture; Natural Language Processing,7,2.66,8,Tableau Desktop Specialist; Product Owner Certification; Google Cloud Professional; PMP; Scrum Master; CISSP; Data Science Council Certified; Power BI Data Analyst,0,0,0,0,Urban,Building Automation Engineer,11,2,BMS Systems
U1621,3,Environmental Engineering,68.33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,61.29,Data Structures; IoT Systems; Computer Vision; Operating Systems; Machine Learning; Web Development; Advanced Algorithms; Deep Learning,6,2.67,6,CISSP; Scrum Master; Advanced Analytics Certification; TOGAF; PMP; Power BI Data Analyst,0,1,1,1,Agriculture,AgriTech Product Manager,19,5,Agribusiness
U1622,2,Mathematics,80.12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,76.92,Advanced Algorithms; AI Fundamentals; Computer Vision,10,1.53,7,Cisco CCNA; Tableau Desktop Specialist; Certified Analytics Professional; AWS Solutions Architect; Power BI Data Analyst; PMP; CISSP,1,1,0,1,Agriculture,Agricultural IoT Developer,1,1,Sensor Networks
U1623,3,Agriculture,90.45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,82.52,Data Structures; Web Development; Mobile Development; Network Security; IoT Systems,3,2.7,4,Data Science Council Certified; AWS Solutions Architect; Tableau Desktop Specialist; Certified Ethical Hacker,0,1,0,1,Urban,Building Automation Engineer,3,2,BMS Systems
U1624,4,Data Science,89.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82.02,Cloud Architecture; AI Fundamentals; Distributed Systems; Mobile Development; Computer Vision; IoT Systems; Data Mining,9,1.38,2,AWS Solutions Architect; Scrum Master,1,1,0,0,Healthcare,Population Health Analyst,39,12,Health Outcomes
U1625,3,Environmental Engineering,63.53,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6,61.44,AI Fundamentals; Machine Learning; Mobile Development; IoT Systems; Big Data Analytics; Network Security,7,1.18,4,Cisco CCNA; Certified Analytics Professional; Tableau Desktop Specialist; CISSP,1,0,0,1,Urban,Urban IoT Developer,6,3,Urban Sensor Networks
U1626,2,Statistics,83.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,84.1,Web Development; Advanced Algorithms; Database Systems; Distributed Systems,7,1.61,8,Certified Analytics Professional; Certified Ethical Hacker; Tableau Desktop Specialist; Cisco CCNA; Google Cloud Professional; AWS Solutions Architect; PMP; Product Owner Certification,0,1,1,0,Urban,Energy Systems Engineer,5,2,Energy Management
U1627,2,Mechanical Engineering,92.59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,88.13,Mobile Development; Advanced Algorithms; AI Fundamentals; Big Data Analytics; Distributed Systems,5,2.46,6,CISSP; PMP; Advanced Analytics Certification; Product Owner Certification; TensorFlow Developer; Azure Fundamentals,0,1,1,1,Agriculture,Smart Farming Consultant,11,3,Extension Services
U1628,3,Data Science,75.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,72.35,Database Systems; Data Structures; Statistics,3,1.25,5,TensorFlow Developer; AWS Solutions Architect; PMP; TOGAF; Power BI Data Analyst,1,0,0,0,Agriculture,AgriTech Product Manager,3,2,Agribusiness
U1629,2,Civil Engineering,87.63,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,92.42,Data Mining; Web Development; Computer Vision; Operating Systems; Deep Learning; Mobile Development; AI Fundamentals; Big Data Analytics; Statistics; Network Security,8,2.78,6,Power BI Data Analyst; Product Owner Certification; Scrum Master; Certified Ethical Hacker; AWS Solutions Architect; Azure Fundamentals,0,1,1,0,Urban,GIS Specialist,40,11,Spatial Statistics
U1630,2,Civil Engineering,94.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,96.8,Web Development; Data Mining; Database Systems; Software Engineering; Computer Vision; Operating Systems; Advanced Algorithms; Deep Learning; Distributed Systems; Cloud Architecture; IoT Systems,9,1.84,5,Google Cloud Professional; Product Owner Certification; Advanced Analytics Certification; CompTIA Security+; Cisco CCNA,0,1,1,0,Agriculture,AgriTech Product Manager,1,1,Market Analysis
U1631,3,Mathematics,85.59,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,84.86,Operating Systems; Statistics; Deep Learning; Advanced Algorithms; Software Engineering,6,1.41,6,Tableau Desktop Specialist; CISSP; Certified Analytics Professional; TOGAF; Scrum Master; Power BI Data Analyst,1,0,1,1,Healthcare,Healthcare Security Analyst,0,1,PHI Protection
U1632,4,Public Health,83.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,79.09,Deep Learning; Statistics; AI Fundamentals; Computer Vision; Database Systems; Data Structures; Data Mining; Advanced Algorithms; Distributed Systems,5,2.93,6,Cisco CCNA; Tableau Desktop Specialist; CISSP; TOGAF; Certified Ethical Hacker; CompTIA Security+,0,1,1,0,Healthcare,Healthcare IT Manager,14,5,Budget Planning
U1633,4,Electrical Engineering,78.83,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10,77.54,Mobile Development; Database Systems; Computer Vision; Big Data Analytics; Software Engineering; Statistics; Network Security; Data Mining; Cloud Architecture; Deep Learning,3,1.71,5,Azure Fundamentals; Power BI Data Analyst; Scrum Master; Certified Analytics Professional; PMP,0,1,0,1,Healthcare,Healthcare ML Engineer,10,2,Clinical NLP
U1634,3,Electrical Engineering,61.15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,61.55,Software Engineering; Operating Systems; Data Structures; Database Systems; Machine Learning; Statistics; Deep Learning; IoT Systems,9,2.14,6,Google Cloud Professional; AWS Solutions Architect; TOGAF; TensorFlow Developer; PMP; Tableau Desktop Specialist,1,0,1,0,Healthcare,Healthcare Security Analyst,27,3,Security Auditing
U1635,3,Information Technology,88.93,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,79.68,Cloud Architecture; Big Data Analytics; Natural Language Processing; Data Mining; Mobile Development; Computer Vision; Distributed Systems; Statistics; AI Fundamentals; Software Engineering,2,1.01,6,Azure Fundamentals; Google Cloud Professional; Power BI Data Analyst; Tableau Desktop Specialist; Advanced Analytics Certification; Certified Ethical Hacker,1,1,1,0,Healthcare,Telemedicine Developer,0,1,Video Streaming
U1636,4,Statistics,61.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,60.19,Statistics; Network Security; Big Data Analytics; Mobile Development; Distributed Systems; Advanced Algorithms; Web Development; Cloud Architecture; Natural Language Processing; Computer Vision; Operating Systems; AI Fundamentals,5,1.42,4,TOGAF; Certified Analytics Professional; CompTIA Security+; Azure Fundamentals,0,0,1,0,Agriculture,Drone Operations Specialist,13,4,Drone Regulations
U1637,2,Mechanical Engineering,64.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,66.5,Web Development; Data Mining; Advanced Algorithms; Network Security; IoT Systems; Statistics; Mobile Development,5,2.75,5,CISSP; TensorFlow Developer; Cisco CCNA; Scrum Master; Tableau Desktop Specialist,0,0,1,0,Healthcare,Clinical Data Analyst,35,9,Statistical Methods
U1638,4,Mathematics,61.49,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,64.35,Operating Systems; Advanced Algorithms; Distributed Systems; Database Systems; Data Mining; Web Development; Natural Language Processing; Statistics; IoT Systems,10,1.23,1,Azure Fundamentals,0,0,0,1,Urban,Urban Planning Data Analyst,19,2,SQL for Urban Data
U1639,4,Mathematics,76.79,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,7,76.68,Computer Vision; Advanced Algorithms; Network Security; Mobile Development; Software Engineering; Data Structures; Database Systems,4,2.05,4,Power BI Data Analyst; CompTIA Security+; Certified Ethical Hacker; Advanced Analytics Certification,0,0,0,1,Healthcare,Healthcare IT Manager,5,2,Vendor Management
U1640,4,Information Technology,62.02,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,64.37,Network Security; Statistics; Cloud Architecture; Data Structures; Mobile Development; AI Fundamentals,7,1.47,2,AWS Solutions Architect; Power BI Data Analyst,1,0,0,0,Healthcare,EHR Integration Specialist,6,1,API Integration
U1641,4,Information Technology,75.56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,73.38,Big Data Analytics; Distributed Systems; Database Systems; Network Security; Web Development; Natural Language Processing; Statistics; Operating Systems; Computer Vision,2,1.15,2,Tableau Desktop Specialist; TOGAF,1,1,1,1,Agriculture,Crop Analytics Engineer,4,3,Agricultural Statistics
U1642,4,Information Technology,60.14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,60.87,Software Engineering; Big Data Analytics; IoT Systems; Data Mining; Computer Vision,7,2.55,4,Google Cloud Professional; AWS Solutions Architect; CISSP; Advanced Analytics Certification,0,1,0,0,Agriculture,AgriTech Product Manager,13,2,Product Strategy
U1643,2,Mathematics,77.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,71.94,Network Security; AI Fundamentals; Cloud Architecture; Operating Systems; Natural Language Processing; Database Systems; Machine Learning; IoT Systems; Data Structures; Statistics,8,2.54,4,AWS Solutions Architect; CompTIA Security+; Google Cloud Professional; TensorFlow Developer,0,1,1,1,Urban,Energy Systems Engineer,36,7,Power Systems
U1644,3,Mechanical Engineering,81.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,75.01,Network Security; Big Data Analytics; Distributed Systems; Natural Language Processing; Advanced Algorithms; Deep Learning,8,1.32,3,Cisco CCNA; Azure Fundamentals; TOGAF,1,1,0,1,Healthcare,Medical Imaging Specialist,38,9,Medical Image Processing
U1645,3,Environmental Engineering,92.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,87.46,Operating Systems; Mobile Development; Statistics; Big Data Analytics; Advanced Algorithms; Natural Language Processing; Distributed Systems; IoT Systems; Data Structures; Database Systems; Deep Learning,2,1.64,7,Tableau Desktop Specialist; Azure Fundamentals; PMP; Scrum Master; TOGAF; Advanced Analytics Certification; Power BI Data Analyst,1,1,1,0,Agriculture,Soil Science Data Analyst,25,7,Lab Protocols
U1646,2,Environmental Engineering,80.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,76.88,Data Structures; Statistics; Network Security; Data Mining; Operating Systems,10,1.09,5,Power BI Data Analyst; Certified Analytics Professional; TensorFlow Developer; AWS Solutions Architect; Tableau Desktop Specialist,1,0,0,1,Healthcare,Healthcare Security Analyst,26,4,Threat Detection
U1647,2,Agriculture,70.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,62.72,IoT Systems; Distributed Systems; AI Fundamentals; Natural Language Processing; Data Structures; Software Engineering; Deep Learning; Web Development; Machine Learning; Computer Vision; Cloud Architecture; Network Security,8,2.96,8,Power BI Data Analyst; Scrum Master; CompTIA Security+; Tableau Desktop Specialist; Azure Fundamentals; Certified Ethical Hacker; Product Owner Certification; TensorFlow Developer,1,1,0,1,Agriculture,Precision Agriculture Specialist,27,7,Variable Rate Technology
U1648,4,Data Science,64.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,64.8,Mobile Development; Computer Vision; Operating Systems; Network Security; AI Fundamentals; Distributed Systems; Data Structures; IoT Systems,7,1.29,6,Google Cloud Professional; Certified Ethical Hacker; AWS Solutions Architect; TOGAF; Tableau Desktop Specialist; Data Science Council Certified,0,0,1,1,Urban,Building Automation Engineer,7,3,HVAC Control
U1649,4,Civil Engineering,68.73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,67.75,AI Fundamentals; Data Mining; IoT Systems,2,1.56,6,Power BI Data Analyst; CISSP; TOGAF; Cisco CCNA; Scrum Master; Certified Analytics Professional,1,0,0,1,Healthcare,Medical Imaging Specialist,41,9,DICOM Standards
U1650,4,Civil Engineering,72.85,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,73.59,Distributed Systems; Machine Learning; Deep Learning,6,2.63,3,Certified Analytics Professional; Cisco CCNA; Certified Ethical Hacker,0,1,1,0,Urban,Traffic Management Specialist,24,5,Traffic Modeling
U1651,3,Environmental Engineering,61.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,65.19,Software Engineering; Machine Learning; Big Data Analytics; Data Structures; IoT Systems; Natural Language Processing; Deep Learning; Advanced Algorithms,3,2.82,7,Product Owner Certification; CISSP; TensorFlow Developer; Power BI Data Analyst; CompTIA Security+; Azure Fundamentals; Google Cloud Professional,1,0,1,1,Agriculture,Agricultural IoT Developer,27,7,Edge Computing
U1652,3,Statistics,89.04,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,85.28,AI Fundamentals; Network Security; Data Structures; Web Development; Mobile Development,2,1.87,1,Advanced Analytics Certification,0,1,1,0,Urban,Urban IoT Developer,0,3,Smart Infrastructure
U1653,2,Computer Science,65.94,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,63.66,Statistics; Advanced Algorithms; Web Development; Deep Learning,5,2.12,7,PMP; Advanced Analytics Certification; Scrum Master; CompTIA Security+; TOGAF; Product Owner Certification; Certified Ethical Hacker,0,0,1,1,Healthcare,Healthcare Security Analyst,24,5,Threat Detection
U1654,2,Data Science,79.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,72.77,AI Fundamentals; Web Development; Database Systems; Distributed Systems; Cloud Architecture,3,2.26,8,AWS Solutions Architect; Data Science Council Certified; TensorFlow Developer; Power BI Data Analyst; Certified Analytics Professional; Azure Fundamentals; Google Cloud Professional; Scrum Master,1,1,0,0,Healthcare,Medical Imaging Specialist,40,12,DICOM Standards
U1655,4,Mechanical Engineering,76.99,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,5,80.18,Mobile Development; Big Data Analytics; Deep Learning; Natural Language Processing; IoT Systems,5,2.72,2,TensorFlow Developer; CISSP,1,1,1,1,Urban,Smart City Solutions Architect,0,3,Integration Architecture
